 name                           | 	 shuffle  | 	 elements     | 	 duration_ms  | 	 p_duration_s | 	 p_duration_ns | 	 memory     
 merge sort                     | 	 / 1 (n_const)  | 	 8,180,000    | 	 5,902        | 	 5            | 	 901,751,000  | 	 -144,705,536 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,180,000    | 	 5,827        | 	 5            | 	 827,273,000  | 	 -1,048,576 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,180,000    | 	 5,484        | 	 5            | 	 483,395,000  | 	 -367,561,912 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,180,000    | 	 13,519       | 	 13           | 	 518,478,000  | 	 335,734,856 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,180,000    | 	 8,236        | 	 8            | 	 235,698,000  | 	 209,888,128 
 merge sort                     | 	 / 1 (n_const)  | 	 8,190,000    | 	 5,750        | 	 5            | 	 749,943,000  | 	 -5,242,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,190,000    | 	 7,616        | 	 7            | 	 616,844,000  | 	 -369,100,800 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,190,000    | 	 5,080        | 	 5            | 	 79,417,000   | 	 -121,935,224 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,190,000    | 	 15,468       | 	 15           | 	 468,499,000  | 	 154,781,056 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,190,000    | 	 8,226        | 	 8            | 	 225,535,000  | 	 133,544,464 
 merge sort                     | 	 / 1 (n_const)  | 	 8,200,000    | 	 7,128        | 	 7            | 	 29,878,000   | 	 -584,830,912 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,200,000    | 	 8,245        | 	 8            | 	 197,691,000  | 	 -119,013,376 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,200,000    | 	 5,379        | 	 5            | 	 379,380,000  | 	 -324,907,760 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,200,000    | 	 12,983       | 	 12           | 	 982,577,000  | 	 342,922,200 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,200,000    | 	 6,657        | 	 6            | 	 656,977,000  | 	 303,036,416 
 merge sort                     | 	 / 1 (n_const)  | 	 8,210,000    | 	 6,175        | 	 6            | 	 175,207,000  | 	 -149,424,128 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,210,000    | 	 8,176        | 	 8            | 	 118,348,000  | 	 -117,964,800 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,210,000    | 	 5,054        | 	 5            | 	 54,542,000   | 	 -214,942,256 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,210,000    | 	 15,339       | 	 15           | 	 339,599,000  | 	 148,745,776 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,210,000    | 	 7,718        | 	 7            | 	 718,021,000  | 	 303,036,416 
 merge sort                     | 	 / 1 (n_const)  | 	 8,220,000    | 	 5,979        | 	 5            | 	 978,766,000  | 	 -139,041,384 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,220,000    | 	 5,622        | 	 5            | 	 621,161,000  | 	 -655,328   
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,220,000    | 	 3,863        | 	 3            | 	 862,970,000  | 	 34,542,696 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,220,000    | 	 12,810       | 	 12           | 	 810,361,000  | 	 366,891,408 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,220,000    | 	 7,518        | 	 7            | 	 518,371,000  | 	 303,562,752 
 merge sort                     | 	 / 1 (n_const)  | 	 8,230,000    | 	 5,889        | 	 5            | 	 889,192,000  | 	 -5,242,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,230,000    | 	 5,722        | 	 5            | 	 722,597,000  | 	 -270,987,264 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,230,000    | 	 4,750        | 	 4            | 	 750,628,000  | 	 -251,887,224 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,230,000    | 	 13,596       | 	 13           | 	 595,795,000  | 	 139,287,216 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,230,000    | 	 9,500        | 	 9            | 	 500,108,000  | 	 195,813,568 
 merge sort                     | 	 / 1 (n_const)  | 	 8,240,000    | 	 6,036        | 	 6            | 	 35,848,000   | 	 -5,242,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,240,000    | 	 7,791        | 	 7            | 	 724,927,000  | 	 -352,847,864 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,240,000    | 	 4,629        | 	 4            | 	 629,258,000  | 	 -196,175,600 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,240,000    | 	 12,830       | 	 12           | 	 830,415,000  | 	 135,416,320 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,240,000    | 	 7,338        | 	 7            | 	 337,846,000  | 	 300,417,024 
 merge sort                     | 	 / 1 (n_const)  | 	 8,250,000    | 	 5,933        | 	 5            | 	 933,564,000  | 	 -5,242,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,250,000    | 	 5,587        | 	 5            | 	 586,395,000  | 	 -265,027,568 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,250,000    | 	 4,835        | 	 4            | 	 834,575,000  | 	 -257,949,696 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,250,000    | 	 14,888       | 	 14           | 	 888,747,000  | 	 128,544,256 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,250,000    | 	 8,061        | 	 8            | 	 60,232,000   | 	 150,571,920 
 merge sort                     | 	 / 1 (n_const)  | 	 8,260,000    | 	 6,292        | 	 6            | 	 291,832,000  | 	 -5,242,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,260,000    | 	 6,087        | 	 6            | 	 38,649,000   | 	 -340,787,200 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,260,000    | 	 5,552        | 	 5            | 	 551,557,000  | 	 -126,877,696 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,260,000    | 	 13,871       | 	 13           | 	 871,008,000  | 	 322,903,144 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,260,000    | 	 8,788        | 	 8            | 	 788,043,000  | 	 135,841,904 
 merge sort                     | 	 / 1 (n_const)  | 	 8,270,000    | 	 5,850        | 	 5            | 	 850,162,000  | 	 -439,353,344 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,270,000    | 	 7,763        | 	 7            | 	 706,760,000  | 	 -136,316,928 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,270,000    | 	 5,000        | 	 4            | 	 999,368,000  | 	 -314,190,152 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,270,000    | 	 11,288       | 	 11           | 	 288,527,000  | 	 198,703,104 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,270,000    | 	 8,067        | 	 8            | 	 67,801,000   | 	 147,849,216 
 merge sort                     | 	 / 1 (n_const)  | 	 8,280,000    | 	 7,608        | 	 7            | 	 495,138,000  | 	 -600,113,600 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,280,000    | 	 5,653        | 	 5            | 	 653,066,000  | 	 -3,932,144 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,280,000    | 	 6,310        | 	 6            | 	 310,112,000  | 	 -375,330,288 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,280,000    | 	 9,949        | 	 9            | 	 949,272,000  | 	 434,108,416 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,280,000    | 	 8,554        | 	 8            | 	 553,127,000  | 	 145,196,712 
 merge sort                     | 	 / 1 (n_const)  | 	 8,290,000    | 	 6,256        | 	 6            | 	 255,442,000  | 	 -444,596,224 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,290,000    | 	 5,868        | 	 5            | 	 868,745,000  | 	 -526,336   
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,290,000    | 	 3,718        | 	 3            | 	 717,477,000  | 	 34,603,008 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,290,000    | 	 12,823       | 	 12           | 	 822,329,000  | 	 376,023,776 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,290,000    | 	 8,502        | 	 8            | 	 501,758,000  | 	 211,250,576 
 merge sort                     | 	 / 1 (n_const)  | 	 8,300,000    | 	 6,653        | 	 6            | 	 653,267,000  | 	 -125,829,120 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,300,000    | 	 5,182        | 	 5            | 	 182,548,000  | 	 38,010,896 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,300,000    | 	 3,609        | 	 3            | 	 608,919,000  | 	 34,553,888 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,300,000    | 	 13,493       | 	 13           | 	 492,630,000  | 	 328,505,312 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,300,000    | 	 7,237        | 	 7            | 	 237,377,000  | 	 303,562,752 
 merge sort                     | 	 / 1 (n_const)  | 	 8,310,000    | 	 6,284        | 	 6            | 	 284,324,000  | 	 -5,242,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,310,000    | 	 5,581        | 	 5            | 	 580,813,000  | 	 -266,076,144 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,310,000    | 	 4,937        | 	 4            | 	 936,292,000  | 	 -271,596,872 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,310,000    | 	 14,272       | 	 14           | 	 272,145,000  | 	 130,024,864 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,310,000    | 	 8,185        | 	 8            | 	 185,661,000  | 	 134,229,568 
 merge sort                     | 	 / 1 (n_const)  | 	 8,320,000    | 	 5,963        | 	 5            | 	 963,395,000  | 	 -5,242,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,320,000    | 	 5,423        | 	 5            | 	 423,197,000  | 	 37,232,656 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,320,000    | 	 4,831        | 	 4            | 	 831,540,000  | 	 -3,980,056 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,320,000    | 	 12,699       | 	 12           | 	 699,096,000  | 	 85,868,096 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,320,000    | 	 8,013        | 	 8            | 	 13,169,000   | 	 303,560,704 
 merge sort                     | 	 / 1 (n_const)  | 	 8,330,000    | 	 6,550        | 	 6            | 	 550,459,000  | 	 -5,242,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,330,000    | 	 5,715        | 	 5            | 	 715,575,000  | 	 -264,534,272 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,330,000    | 	 5,056        | 	 5            | 	 56,476,000   | 	 -270,703,480 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,330,000    | 	 18,274       | 	 18           | 	 274,176,000  | 	 165,408,464 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,330,000    | 	 7,098        | 	 7            | 	 98,011,000   | 	 305,135,616 
 merge sort                     | 	 / 1 (n_const)  | 	 8,340,000    | 	 5,991        | 	 5            | 	 991,306,000  | 	 -5,242,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,340,000    | 	 5,981        | 	 5            | 	 981,235,000  | 	 -267,976,656 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,340,000    | 	 5,387        | 	 5            | 	 386,528,000  | 	 -369,663,512 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,340,000    | 	 12,029       | 	 12           | 	 29,331,000   | 	 334,708,880 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,340,000    | 	 8,764        | 	 8            | 	 763,865,000  | 	 132,374,784 
 merge sort                     | 	 / 1 (n_const)  | 	 8,350,000    | 	 6,514        | 	 6            | 	 514,088,000  | 	 -437,780,480 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,350,000    | 	 5,596        | 	 5            | 	 596,038,000  | 	 -1,834,992 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,350,000    | 	 5,183        | 	 5            | 	 183,607,000  | 	 -390,592,512 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,350,000    | 	 11,448       | 	 11           | 	 448,118,000  | 	 443,021,312 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,350,000    | 	 8,626        | 	 8            | 	 626,732,000  | 	 151,517,184 
 merge sort                     | 	 / 1 (n_const)  | 	 8,360,000    | 	 7,376        | 	 7            | 	 275,520,000  | 	 -611,253,680 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,360,000    | 	 8,813        | 	 8            | 	 750,094,000  | 	 -131,596,288 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,360,000    | 	 5,786        | 	 5            | 	 785,669,000  | 	 -324,881,928 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,360,000    | 	 11,926       | 	 11           | 	 926,679,000  | 	 442,499,072 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,360,000    | 	 9,472        | 	 9            | 	 471,807,000  | 	 191,392,720 
 merge sort                     | 	 / 1 (n_const)  | 	 8,370,000    | 	 6,214        | 	 6            | 	 213,768,000  | 	 -5,242,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,370,000    | 	 8,725        | 	 8            | 	 662,302,000  | 	 -350,750,720 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,370,000    | 	 4,696        | 	 4            | 	 696,377,000  | 	 -199,112,192 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,370,000    | 	 10,956       | 	 10           | 	 955,708,000  | 	 176,685,056 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,370,000    | 	 8,885        | 	 8            | 	 885,287,000  | 	 191,457,440 
 merge sort                     | 	 / 1 (n_const)  | 	 8,380,000    | 	 6,754        | 	 6            | 	 754,060,000  | 	 -128,976,896 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,380,000    | 	 5,514        | 	 5            | 	 513,838,000  | 	 -4,194,304 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,380,000    | 	 5,038        | 	 5            | 	 38,797,000   | 	 -395,129,976 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,380,000    | 	 11,959       | 	 11           | 	 959,392,000  | 	 333,518,464 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,380,000    | 	 8,837        | 	 8            | 	 837,215,000  | 	 213,447,264 
 merge sort                     | 	 / 1 (n_const)  | 	 8,390,000    | 	 6,494        | 	 6            | 	 493,879,000  | 	 -21,747,200 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,390,000    | 	 7,436        | 	 7            | 	 435,887,000  | 	 -170,919,936 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,390,000    | 	 5,208        | 	 5            | 	 207,756,000  | 	 -37,692,992 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,390,000    | 	 12,914       | 	 12           | 	 913,894,000  | 	 117,174,328 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,390,000    | 	 8,092        | 	 8            | 	 91,411,000   | 	 325,058,560 
 merge sort                     | 	 / 1 (n_const)  | 	 8,400,000    | 	 6,609        | 	 6            | 	 609,597,000  | 	 -38,797,312 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,400,000    | 	 7,503        | 	 7            | 	 503,527,000  | 	 -410,517,504 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,400,000    | 	 4,632        | 	 4            | 	 632,486,000  | 	 -37,842,304 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,400,000    | 	 12,856       | 	 12           | 	 855,711,000  | 	 103,341,960 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,400,000    | 	 9,278        | 	 9            | 	 277,727,000  | 	 173,749,712 
 merge sort                     | 	 / 1 (n_const)  | 	 8,410,000    | 	 6,055        | 	 6            | 	 55,621,000   | 	 -38,797,312 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,410,000    | 	 8,141        | 	 8            | 	 140,982,000  | 	 -408,946,680 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,410,000    | 	 5,114        | 	 5            | 	 114,478,000  | 	 -37,798,040 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,410,000    | 	 12,872       | 	 12           | 	 872,055,000  | 	 130,404,056 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,410,000    | 	 8,857        | 	 8            | 	 857,278,000  | 	 134,522,160 
 merge sort                     | 	 / 1 (n_const)  | 	 8,420,000    | 	 6,141        | 	 6            | 	 140,839,000  | 	 6,904,832  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,420,000    | 	 7,662        | 	 7            | 	 661,517,000  | 	 -167,840,000 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,420,000    | 	 5,298        | 	 5            | 	 298,075,000  | 	 -151,194,808 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,420,000    | 	 12,167       | 	 12           | 	 166,159,000  | 	 305,598,288 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,420,000    | 	 7,951        | 	 7            | 	 951,031,000  | 	 119,011,328 
 merge sort                     | 	 / 1 (n_const)  | 	 8,430,000    | 	 6,563        | 	 6            | 	 562,910,000  | 	 18,255,360 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,430,000    | 	 5,944        | 	 5            | 	 944,032,000  | 	 -34,340,848 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,430,000    | 	 3,860        | 	 3            | 	 860,027,000  | 	 35,747,544 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,430,000    | 	 11,862       | 	 11           | 	 862,156,000  | 	 346,144,456 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,430,000    | 	 8,664        | 	 8            | 	 664,210,000  | 	 120,506,208 
 merge sort                     | 	 / 1 (n_const)  | 	 8,440,000    | 	 6,568        | 	 6            | 	 568,669,000  | 	 16,940,544 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,440,000    | 	 6,016        | 	 5            | 	 970,627,000  | 	 -33,554,432 
