idx,name,shuffle,elements,duration_ms,p_duration_s,p_duration_ns,memory
1656, Arrays.sort                    , 	 / 1      ," 	 3,320,000    "," 	 2,212        ",2," 	 211,651,000  "," 	 -337,643,520 "
1657, Arrays.parallelSort            , 	 / 1      ," 	 3,320,000    "," 	 1,760        ",1," 	 759,097,000  "," 	 -138,341,624 "
1658, Linked Hashmap                 , 	 / 1      ," 	 3,320,000    "," 	 3,630        ",3," 	 629,984,000  "," 	 115,869,696 "
1659, Stream + parallel + sort       , 	 / 1      ," 	 3,320,000    "," 	 2,662        ",2," 	 661,430,000  "," 	 80,738,304 "
1660, merge sort                     , 	 / 1      ," 	 3,330,000    "," 	 2,054        ",2," 	 53,883,000   "," 	 -400,556,032 "
1661, Arrays.sort                    , 	 / 1      ," 	 3,330,000    "," 	 3,294        ",3," 	 293,340,000  "," 	 -359,663,616 "
1662, Arrays.parallelSort            , 	 / 1      ," 	 3,330,000    "," 	 3,829        ",3," 	 828,973,000  "," 	 -131,944,880 "
1663, Linked Hashmap                 , 	 / 1      ," 	 3,330,000    "," 	 3,371        ",3," 	 371,080,000  "," 	 204,474,368 "
1664, Stream + parallel + sort       , 	 / 1      ," 	 3,330,000    "," 	 2,621        ",2," 	 621,100,000  "," 	 82,311,168 "
1665, merge sort                     , 	 / 1      ," 	 3,340,000    "," 	 2,115        ",2," 	 115,148,000  "," 	 -398,458,880 "
1666, Arrays.sort                    , 	 / 1      ," 	 3,340,000    "," 	 1,861        ",1," 	 861,131,000  "," 	 19,136,528 "
1667, Arrays.parallelSort            , 	 / 1      ," 	 3,340,000    "," 	 1,230        ",1," 	 229,797,000  "," 	 14,616,656 "
1668, Linked Hashmap                 , 	 / 1      ," 	 3,340,000    "," 	 3,791        ",3," 	 791,279,000  "," 	 39,321,600 "
1669, Stream + parallel + sort       , 	 / 1      ," 	 3,340,000    "," 	 3,895        ",3," 	 895,054,000  "," 	 82,281,192 "
1670, merge sort                     , 	 / 1      ," 	 3,350,000    "," 	 2,062        ",2," 	 61,913,000   "," 	 -392,167,424 "
1671, Arrays.sort                    , 	 / 1      ," 	 3,350,000    "," 	 1,833        ",1," 	 833,221,000  "," 	 19,267,616 "
1672, Arrays.parallelSort            , 	 / 1      ," 	 3,350,000    "," 	 1,163        ",1," 	 162,271,000  "," 	 14,397,416 "
1673, Linked Hashmap                 , 	 / 1      ," 	 3,350,000    "," 	 3,528        ",3," 	 527,908,000  "," 	 162,004,992 "
1674, Stream + parallel + sort       , 	 / 1      ," 	 3,350,000    "," 	 2,819        ",2," 	 819,317,000  "," 	 121,108,480 "
1675, merge sort                     , 	 / 1      ," 	 3,360,000    "," 	 2,577        ",2," 	 576,708,000  "," 	 -92,274,688 "
1676, Arrays.sort                    , 	 / 1      ," 	 3,360,000    "," 	 3,723        ",3," 	 722,831,000  "," 	 -332,924,928 "
1677, Arrays.parallelSort            , 	 / 1      ," 	 3,360,000    "," 	 1,271        ",1," 	 270,178,000  "," 	 14,545,328 "
1678, Linked Hashmap                 , 	 / 1      ," 	 3,360,000    "," 	 2,947        ",2," 	 946,512,000  "," 	 -37,226,496 "
1679, Stream + parallel + sort       , 	 / 1      ," 	 3,360,000    "," 	 2,544        ",2," 	 544,469,000  "," 	 58,722,304 "
1680, merge sort                     , 	 / 1      ," 	 3,370,000    "," 	 2,192        ",2," 	 192,182,000  "," 	 -57,147,392 "
1681, Arrays.sort                    , 	 / 1      ," 	 3,370,000    "," 	 2,606        ",2," 	 605,809,000  "," 	 -50,333,696 "
1682, Arrays.parallelSort            , 	 / 1      ," 	 3,370,000    "," 	 1,273        ",1," 	 273,107,000  "," 	 11,278,752 "
1683, Linked Hashmap                 , 	 / 1      ," 	 3,370,000    "," 	 4,065        ",4," 	 64,957,000   "," 	 203,945,984 "
1684, Stream + parallel + sort       , 	 / 1      ," 	 3,370,000    "," 	 2,907        ",2," 	 907,722,000  "," 	 84,408,320 "
1685, merge sort                     , 	 / 1      ," 	 3,380,000    "," 	 2,157        ",2," 	 156,806,000  "," 	 -402,653,184 "
1686, Arrays.sort                    , 	 / 1      ," 	 3,380,000    "," 	 1,808        ",1," 	 807,324,000  "," 	 19,136,528 "
1687, Arrays.parallelSort            , 	 / 1      ," 	 3,380,000    "," 	 1,138        ",1," 	 137,867,000  "," 	 14,223,280 "
1688, Linked Hashmap                 , 	 / 1      ," 	 3,380,000    "," 	 4,258        ",4," 	 257,378,000  "," 	 184,025,088 "
1689, Stream + parallel + sort       , 	 / 1      ," 	 3,380,000    "," 	 3,390        ",3," 	 390,195,000  "," 	 -220,727,296 "
1690, merge sort                     , 	 / 1      ," 	 3,390,000    "," 	 3,372        ",3," 	 372,172,000  "," 	 13,631,488 "
1691, Arrays.sort                    , 	 / 1      ," 	 3,390,000    "," 	 2,603        ",2," 	 602,551,000  "," 	 -43,515,904 "
1692, Arrays.parallelSort            , 	 / 1      ," 	 3,390,000    "," 	 1,276        ",1," 	 275,738,000  "," 	 11,008,000 "
1693, Linked Hashmap                 , 	 / 1      ," 	 3,390,000    "," 	 3,450        ",3," 	 450,492,000  "," 	 198,182,912 "
1694, Stream + parallel + sort       , 	 / 1      ," 	 3,390,000    "," 	 2,801        ",2," 	 801,856,000  "," 	 84,236,520 "
1695, merge sort                     , 	 / 1      ," 	 3,400,000    "," 	 2,279        ",2," 	 278,732,000  "," 	 -404,750,336 "
1696, Arrays.sort                    , 	 / 1      ," 	 3,400,000    "," 	 2,675        ",2," 	 675,248,000  "," 	 -347,604,992 "
1697, Arrays.parallelSort            , 	 / 1      ," 	 3,400,000    "," 	 3,163        ",3," 	 163,802,000  "," 	 -147,537,136 "
1698, Linked Hashmap                 , 	 / 1      ," 	 3,400,000    "," 	 4,149        ",4," 	 149,048,000  "," 	 120,059,904 "
1699, Stream + parallel + sort       , 	 / 1      ," 	 3,400,000    "," 	 2,344        ",2," 	 343,836,000  "," 	 87,554,048 "
1700, merge sort                     , 	 / 1      ," 	 3,410,000    "," 	 2,215        ",2," 	 214,488,000  "," 	 -59,246,592 "
1701, Arrays.sort                    , 	 / 1      ," 	 3,410,000    "," 	 2,693        ",2," 	 693,228,000  "," 	 -149,422,080 "
1702, Arrays.parallelSort            , 	 / 1      ," 	 3,410,000    "," 	 1,994        ",1," 	 993,825,000  "," 	 -139,742,784 "
1703, Linked Hashmap                 , 	 / 1      ," 	 3,410,000    "," 	 3,276        ",3," 	 276,407,000  "," 	 213,383,168 "
1704, Stream + parallel + sort       , 	 / 1      ," 	 3,410,000    "," 	 3,791        ",3," 	 791,629,000  "," 	 90,175,488 "
1705, merge sort                     , 	 / 1      ," 	 3,420,000    "," 	 2,289        ",2," 	 288,647,000  "," 	 -59,768,832 "
1706, Arrays.sort                    , 	 / 1      ," 	 3,420,000    "," 	 2,277        ",2," 	 277,594,000  "," 	 -131,074,048 "
1707, Arrays.parallelSort            , 	 / 1      ," 	 3,420,000    "," 	 2,124        ",2," 	 123,875,000  "," 	 -148,054,648 "
1708, Linked Hashmap                 , 	 / 1      ," 	 3,420,000    "," 	 3,527        ",3," 	 527,656,000  "," 	 120,064,000 "
1709, Stream + parallel + sort       , 	 / 1      ," 	 3,420,000    "," 	 2,340        ",2," 	 339,647,000  "," 	 89,651,200 "
1710, merge sort                     , 	 / 1      ," 	 3,430,000    "," 	 2,616        ",2," 	 615,494,000  "," 	 -57,671,680 "
1711, Arrays.sort                    , 	 / 1      ," 	 3,430,000    "," 	 3,179        ",3," 	 178,540,000  "," 	 -133,695,488 "
1712, Arrays.parallelSort            , 	 / 1      ," 	 3,430,000    "," 	 1,809        ",1," 	 808,394,000  "," 	 -147,206,712 "
1713, Linked Hashmap                 , 	 / 1      ," 	 3,430,000    "," 	 3,619        ",3," 	 619,111,000  "," 	 119,015,424 "
1714, Stream + parallel + sort       , 	 / 1      ," 	 3,430,000    "," 	 2,186        ",2," 	 186,757,000  "," 	 89,653,248 "
1715, merge sort                     , 	 / 1      ," 	 3,440,000    "," 	 2,275        ",2," 	 275,003,000  "," 	 -57,149,440 "
1716, Arrays.sort                    , 	 / 1      ," 	 3,440,000    "," 	 2,292        ",2," 	 292,392,000  "," 	 -133,169,152 "
1717, Arrays.parallelSort            , 	 / 1      ," 	 3,440,000    "," 	 2,077        ",2," 	 77,515,000   "," 	 -144,633,520 "
1718, Linked Hashmap                 , 	 / 1      ," 	 3,440,000    "," 	 5,213        ",5," 	 212,335,000  "," 	 120,584,192 "
1719, Stream + parallel + sort       , 	 / 1      ," 	 3,440,000    "," 	 2,325        ",2," 	 324,975,000  "," 	 90,175,488 "
1720, merge sort                     , 	 / 1      ," 	 3,450,000    "," 	 2,264        ",2," 	 264,196,000  "," 	 -55,052,288 "
1721, Arrays.sort                    , 	 / 1      ," 	 3,450,000    "," 	 2,221        ",2," 	 220,277,000  "," 	 -134,479,360 "
1722, Arrays.parallelSort            , 	 / 1      ," 	 3,450,000    "," 	 2,083        ",2," 	 82,363,000   "," 	 -144,703,488 "
1723, Linked Hashmap                 , 	 / 1      ," 	 3,450,000    "," 	 3,469        ",3," 	 468,694,000  "," 	 121,634,816 "
1724, Stream + parallel + sort       , 	 / 1      ," 	 3,450,000    "," 	 4,273        ",4," 	 273,198,000  "," 	 87,031,808 "
1725, merge sort                     , 	 / 1      ," 	 3,460,000    "," 	 2,331        ",2," 	 331,137,000  "," 	 -417,333,248 "
1726, Arrays.sort                    , 	 / 1      ," 	 3,460,000    "," 	 2,255        ",2," 	 255,283,000  "," 	 -353,372,160 "
1727, Arrays.parallelSort            , 	 / 1      ," 	 3,460,000    "," 	 1,940        ",1," 	 940,163,000  "," 	 -142,467,568 "
1728, Linked Hashmap                 , 	 / 1      ," 	 3,460,000    "," 	 3,833        ",3," 	 833,154,000  "," 	 122,161,152 "
1729, Stream + parallel + sort       , 	 / 1      ," 	 3,460,000    "," 	 2,920        ",2," 	 920,171,000  "," 	 86,505,472 "
1730, merge sort                     , 	 / 1      ," 	 3,470,000    "," 	 2,575        ",2," 	 575,196,000  "," 	 -423,624,704 "
1731, Arrays.sort                    , 	 / 1      ," 	 3,470,000    "," 	 3,063        ",3," 	 63,441,000   "," 	 -310,116,336 "
1732, Arrays.parallelSort            , 	 / 1      ," 	 3,470,000    "," 	 1,242        ",1," 	 242,038,000  "," 	 15,554,480 "
1733, Linked Hashmap                 , 	 / 1      ," 	 3,470,000    "," 	 3,699        ",3," 	 699,656,000  "," 	 -48,236,544 "
1734, Stream + parallel + sort       , 	 / 1      ," 	 3,470,000    "," 	 2,907        ",2," 	 907,583,000  "," 	 128,448,512 "
1735, merge sort                     , 	 / 1      ," 	 3,480,000    "," 	 2,338        ",2," 	 337,284,000  "," 	 -420,478,976 "
1736, Arrays.sort                    , 	 / 1      ," 	 3,480,000    "," 	 2,167        ",2," 	 166,975,000  "," 	 -321,390,592 "
1737, Arrays.parallelSort            , 	 / 1      ," 	 3,480,000    "," 	 1,347        ",1," 	 346,857,000  "," 	 15,401,008 "
1738, Linked Hashmap                 , 	 / 1      ," 	 3,480,000    "," 	 4,459        ",4," 	 458,643,000  "," 	 -30,408,704 "
1739, Stream + parallel + sort       , 	 / 1      ," 	 3,480,000    "," 	 2,921        ",2," 	 921,057,000  "," 	 49,733,632 "
1740, merge sort                     , 	 / 1      ," 	 3,490,000    "," 	 2,336        ",2," 	 336,123,000  "," 	 -247,990,272 "
1741, Arrays.sort                    , 	 / 1      ," 	 3,490,000    "," 	 2,745        ",2," 	 745,244,000  "," 	 -53,477,376 "
1742, Arrays.parallelSort            , 	 / 1      ," 	 3,490,000    "," 	 1,403        ",1," 	 402,855,000  "," 	 12,099,112 "
1743, Linked Hashmap                 , 	 / 1      ," 	 3,490,000    "," 	 3,574        ",3," 	 574,945,000  "," 	 210,765,824 "
1744, Stream + parallel + sort       , 	 / 1      ," 	 3,490,000    "," 	 4,414        ",4," 	 413,589,000  "," 	 88,080,384 "
1745, merge sort                     , 	 / 1      ," 	 3,500,000    "," 	 2,222        ",2," 	 222,298,000  "," 	 -427,819,008 "
1746, Arrays.sort                    , 	 / 1      ," 	 3,500,000    "," 	 2,197        ",2," 	 197,478,000  "," 	 -303,579,056 "
1747, Arrays.parallelSort            , 	 / 1      ," 	 3,500,000    "," 	 1,274        ",1," 	 273,605,000  "," 	 15,246,856 "
1748, Linked Hashmap                 , 	 / 1      ," 	 3,500,000    "," 	 3,663        ",3," 	 663,250,000  "," 	 -49,283,072 "
1749, Stream + parallel + sort       , 	 / 1      ," 	 3,500,000    "," 	 3,243        ",3," 	 242,843,000  "," 	 89,126,912 "
1750, merge sort                     , 	 / 1      ," 	 3,510,000    "," 	 3,098        ",3," 	 98,607,000   "," 	 -425,721,856 "
1751, Arrays.sort                    , 	 / 1      ," 	 3,510,000    "," 	 2,392        ",2," 	 392,628,000  "," 	 -325,844,976 "
1752, Arrays.parallelSort            , 	 / 1      ," 	 3,510,000    "," 	 1,271        ",1," 	 270,870,000  "," 	 15,559,256 "
1753, Linked Hashmap                 , 	 / 1      ," 	 3,510,000    "," 	 3,606        ",3," 	 606,117,000  "," 	 -31,459,328 "
1754, Stream + parallel + sort       , 	 / 1      ," 	 3,510,000    "," 	 2,995        ",2," 	 995,064,000  "," 	 65,533,952 "
1755, merge sort                     , 	 / 1      ," 	 3,520,000    "," 	 2,395        ",2," 	 394,355,000  "," 	 -255,852,544 "
1756, Arrays.sort                    , 	 / 1      ," 	 3,520,000    "," 	 2,964        ",2," 	 963,536,000  "," 	 -50,331,648 "
1757, Arrays.parallelSort            , 	 / 1      ," 	 3,520,000    "," 	 1,966        ",1," 	 965,548,000  "," 	 12,269,072 "
1758, Linked Hashmap                 , 	 / 1      ," 	 3,520,000    "," 	 4,388        ",4," 	 388,390,000  "," 	 214,435,840 "
1759, Stream + parallel + sort       , 	 / 1      ," 	 3,520,000    "," 	 2,838        ",2," 	 837,929,000  "," 	 127,399,936 "
1760, merge sort                     , 	 / 1      ," 	 3,530,000    "," 	 2,396        ",2," 	 395,333,000  "," 	 -436,207,616 "
1761, Arrays.sort                    , 	 / 1      ," 	 3,530,000    "," 	 2,369        ",2," 	 369,127,000  "," 	 -45,088,768 "
1762, Arrays.parallelSort            , 	 / 1      ," 	 3,530,000    "," 	 1,291        ",1," 	 290,709,000  "," 	 15,492,408 "
1763, Linked Hashmap                 , 	 / 1      ," 	 3,530,000    "," 	 4,504        ",4," 	 503,811,000  "," 	 213,909,504 "
1764, Stream + parallel + sort       , 	 / 1      ," 	 3,530,000    "," 	 4,296        ",4," 	 296,898,000  "," 	 87,554,048 "
1765, merge sort                     , 	 / 1      ," 	 3,540,000    "," 	 2,181        ",2," 	 181,141,000  "," 	 -434,110,464 "
1766, Arrays.sort                    , 	 / 1      ," 	 3,540,000    "," 	 2,301        ",2," 	 301,152,000  "," 	 -42,993,664 "
1767, Arrays.parallelSort            , 	 / 1      ," 	 3,540,000    "," 	 1,277        ",1," 	 277,337,000  "," 	 15,518,552 "
1768, Linked Hashmap                 , 	 / 1      ," 	 3,540,000    "," 	 3,862        ",3," 	 861,425,000  "," 	 214,431,744 "
1769, Stream + parallel + sort       , 	 / 1      ," 	 3,540,000    "," 	 3,111        ",3," 	 111,382,000  "," 	 89,643,560 "
1770, merge sort                     , 	 / 1      ," 	 3,550,000    "," 	 3,689        ",3," 	 688,585,000  "," 	 -437,256,192 "
1771, Arrays.sort                    , 	 / 1      ," 	 3,550,000    "," 	 2,303        ",2," 	 303,934,000  "," 	 -46,137,344 "
1772, Arrays.parallelSort            , 	 / 1      ," 	 3,550,000    "," 	 1,301        ",1," 	 301,076,000  "," 	 15,298,200 "
1773, Linked Hashmap                 , 	 / 1      ," 	 3,550,000    "," 	 3,737        ",3," 	 736,887,000  "," 	 216,006,656 "
1774, Stream + parallel + sort       , 	 / 1      ," 	 3,550,000    "," 	 3,207        ",3," 	 206,744,000  "," 	 88,602,624 "
1775, merge sort                     , 	 / 1      ," 	 3,560,000    "," 	 2,337        ",2," 	 336,666,000  "," 	 -440,401,920 "
1776, Arrays.sort                    , 	 / 1      ," 	 3,560,000    "," 	 2,754        ",2," 	 753,908,000  "," 	 -44,826,112 "
1777, Arrays.parallelSort            , 	 / 1      ," 	 3,560,000    "," 	 3,464        ",3," 	 464,497,000  "," 	 -152,903,656 "
1778, Linked Hashmap                 , 	 / 1      ," 	 3,560,000    "," 	 3,753        ",3," 	 753,578,000  "," 	 126,351,360 "
1779, Stream + parallel + sort       , 	 / 1      ," 	 3,560,000    "," 	 2,937        ",2," 	 937,056,000  "," 	 91,748,352 "
1780, merge sort                     , 	 / 1      ," 	 3,570,000    "," 	 2,312        ",2," 	 311,291,000  "," 	 -436,207,616 "
1781, Arrays.sort                    , 	 / 1      ," 	 3,570,000    "," 	 2,238        ",2," 	 238,200,000  "," 	 -309,985,248 "
1782, Arrays.parallelSort            , 	 / 1      ," 	 3,570,000    "," 	 1,275        ",1," 	 275,061,000  "," 	 15,335,904 "
1783, Linked Hashmap                 , 	 / 1      ," 	 3,570,000    "," 	 3,967        ",3," 	 966,981,000  "," 	 -48,760,832 "
1784, Stream + parallel + sort       , 	 / 1      ," 	 3,570,000    "," 	 3,862        ",3," 	 862,594,000  "," 	 90,699,776 "
1785, merge sort                     , 	 / 1      ," 	 3,580,000    "," 	 2,225        ",2," 	 225,447,000  "," 	 -433,061,888 "
1786, Arrays.sort                    , 	 / 1      ," 	 3,580,000    "," 	 2,254        ",2," 	 253,787,000  "," 	 -333,053,920 "
1787, Arrays.parallelSort            , 	 / 1      ," 	 3,580,000    "," 	 1,385        ",1," 	 385,685,000  "," 	 15,311,168 "
1788, Linked Hashmap                 , 	 / 1      ," 	 3,580,000    "," 	 4,636        ",4," 	 636,145,000  "," 	 180,357,120 "
1789, Stream + parallel + sort       , 	 / 1      ," 	 3,580,000    "," 	 4,185        ",4," 	 185,024,000  "," 	 116,393,984 "
1790, merge sort                     , 	 / 1      ," 	 3,590,000    "," 	 2,653        ",2," 	 652,225,000  "," 	 -250,087,424 "
1791, Arrays.sort                    , 	 / 1      ," 	 3,590,000    "," 	 2,849        ",2," 	 848,943,000  "," 	 -153,618,432 "
1792, Arrays.parallelSort            , 	 / 1      ," 	 3,590,000    "," 	 2,065        ",2," 	 64,325,000   "," 	 -148,852,200 "
1793, Linked Hashmap                 , 	 / 1      ," 	 3,590,000    "," 	 3,814        ",3," 	 813,996,000  "," 	 225,445,888 "
1794, Stream + parallel + sort       , 	 / 1      ," 	 3,590,000    "," 	 2,943        ",2," 	 942,858,000  "," 	 90,154,928 "
1795, merge sort                     , 	 / 1      ," 	 3,600,000    "," 	 2,773        ",2," 	 773,528,000  "," 	 -437,256,192 "
1796, Arrays.sort                    , 	 / 1      ," 	 3,600,000    "," 	 3,076        ",3," 	 76,877,000   "," 	 -315,359,216 "
1797, Arrays.parallelSort            , 	 / 1      ," 	 3,600,000    "," 	 1,280        ",1," 	 280,328,000  "," 	 15,618,432 "
1798, Linked Hashmap                 , 	 / 1      ," 	 3,600,000    "," 	 4,648        ",4," 	 647,392,000  "," 	 184,025,088 "
1799, Stream + parallel + sort       , 	 / 1      ," 	 3,600,000    "," 	 3,106        ",3," 	 106,762,000  "," 	 114,294,784 "
