idx,name,shuffle,elements,duration_ms,p_duration_s,p_duration_ns,memory
1448, Linked Hashmap                 , 	 / 1      ," 	 2,900,000    "," 	 2,281        ",2," 	 281,127,000  "," 	 11,008,000 "
1449, Stream + parallel + sort       , 	 / 1      ," 	 2,900,000    "," 	 2,633        ",2," 	 632,824,000  "," 	 89,003,680 "
1450, merge sort                     , 	 / 1      ," 	 2,910,000    "," 	 1,758        ",1," 	 757,545,000  "," 	 -338,690,048 "
1451, Arrays.sort                    , 	 / 1      ," 	 2,910,000    "," 	 1,564        ",1," 	 563,246,000  "," 	 18,284,592 "
1452, Arrays.parallelSort            , 	 / 1      ," 	 2,910,000    "," 	 1,084        ",1," 	 84,623,000   "," 	 -392,504,608 "
1453, Linked Hashmap                 , 	 / 1      ," 	 2,910,000    "," 	 2,281        ",2," 	 280,759,000  "," 	 11,012,096 "
1454, Stream + parallel + sort       , 	 / 1      ," 	 2,910,000    "," 	 2,970        ",2," 	 970,067,000  "," 	 88,011,888 "
1455, merge sort                     , 	 / 1      ," 	 2,920,000    "," 	 2,312        ",2," 	 312,743,000  "," 	 -331,350,016 "
1456, Arrays.sort                    , 	 / 1      ," 	 2,920,000    "," 	 1,608        ",1," 	 607,988,000  "," 	 18,087,952 "
1457, Arrays.parallelSort            , 	 / 1      ," 	 2,920,000    "," 	 1,092        ",1," 	 92,798,000   "," 	 -394,607,800 "
1458, Linked Hashmap                 , 	 / 1      ," 	 2,920,000    "," 	 2,359        ",2," 	 359,173,000  "," 	 149,420,032 "
1459, Stream + parallel + sort       , 	 / 1      ," 	 2,920,000    "," 	 2,299        ",2," 	 298,921,000  "," 	 91,578,464 "
1460, merge sort                     , 	 / 1      ," 	 2,930,000    "," 	 1,684        ",1," 	 684,002,000  "," 	 -296,747,008 "
1461, Arrays.sort                    , 	 / 1      ," 	 2,930,000    "," 	 1,614        ",1," 	 613,737,000  "," 	 18,350,080 "
1462, Arrays.parallelSort            , 	 / 1      ," 	 2,930,000    "," 	 1,061        ",1," 	 61,287,000   "," 	 13,320,464 "
1463, Linked Hashmap                 , 	 / 1      ," 	 2,930,000    "," 	 3,001        ",3," 	 655,000      "," 	 13,105,152 "
1464, Stream + parallel + sort       , 	 / 1      ," 	 2,930,000    "," 	 2,093        ",2," 	 92,246,000   "," 	 102,236,160 "
1465, merge sort                     , 	 / 1      ," 	 2,940,000    "," 	 1,821        ",1," 	 821,723,000  "," 	 -117,440,512 "
1466, Arrays.sort                    , 	 / 1      ," 	 2,940,000    "," 	 2,162        ",2," 	 161,734,000  "," 	 -320,342,016 "
1467, Arrays.parallelSort            , 	 / 1      ," 	 2,940,000    "," 	 1,210        ",1," 	 209,328,000  "," 	 10,526,752 "
1468, Linked Hashmap                 , 	 / 1      ," 	 2,940,000    "," 	 2,041        ",2," 	 40,590,000   "," 	 161,482,752 "
1469, Stream + parallel + sort       , 	 / 1      ," 	 2,940,000    "," 	 2,639        ",2," 	 638,682,000  "," 	 88,606,720 "
1470, merge sort                     , 	 / 1      ," 	 2,950,000    "," 	 1,925        ",1," 	 925,102,000  "," 	 -340,787,200 "
1471, Arrays.sort                    , 	 / 1      ," 	 2,950,000    "," 	 1,778        ",1," 	 778,205,000  "," 	 18,219,040 "
1472, Arrays.parallelSort            , 	 / 1      ," 	 2,950,000    "," 	 1,372        ",1," 	 371,332,000  "," 	 -399,805,816 "
1473, Linked Hashmap                 , 	 / 1      ," 	 2,950,000    "," 	 2,356        ",2," 	 356,050,000  "," 	 150,470,656 "
1474, Stream + parallel + sort       , 	 / 1      ," 	 2,950,000    "," 	 2,543        ",2," 	 542,838,000  "," 	 88,606,720 "
1475, merge sort                     , 	 / 1      ," 	 2,960,000    "," 	 1,799        ",1," 	 798,842,000  "," 	 -342,884,352 "
1476, Arrays.sort                    , 	 / 1      ," 	 2,960,000    "," 	 1,567        ",1," 	 567,126,000  "," 	 18,348,032 "
1477, Arrays.parallelSort            , 	 / 1      ," 	 2,960,000    "," 	 1,039        ",1," 	 38,369,000   "," 	 -395,761,848 "
1478, Linked Hashmap                 , 	 / 1      ," 	 2,960,000    "," 	 2,371        ",2," 	 370,780,000  "," 	 14,680,064 "
1479, Stream + parallel + sort       , 	 / 1      ," 	 2,960,000    "," 	 2,694        ",2," 	 693,368,000  "," 	 88,080,384 "
1480, merge sort                     , 	 / 1      ," 	 2,970,000    "," 	 2,311        ",2," 	 310,460,000  "," 	 -341,835,776 "
1481, Arrays.sort                    , 	 / 1      ," 	 2,970,000    "," 	 2,510        ",2," 	 509,921,000  "," 	 18,087,952 "
1482, Arrays.parallelSort            , 	 / 1      ," 	 2,970,000    "," 	 1,491        ",1," 	 490,199,000  "," 	 -53,477,376 "
1483, Linked Hashmap                 , 	 / 1      ," 	 2,970,000    "," 	 2,112        ",2," 	 112,292,000  "," 	 84,412,416 "
1484, Stream + parallel + sort       , 	 / 1      ," 	 2,970,000    "," 	 2,288        ",2," 	 288,687,000  "," 	 94,282,728 "
1485, merge sort                     , 	 / 1      ," 	 2,980,000    "," 	 1,767        ",1," 	 766,952,000  "," 	 12,582,912 "
1486, Arrays.sort                    , 	 / 1      ," 	 2,980,000    "," 	 1,930        ",1," 	 930,837,000  "," 	 -159,645,184 "
1487, Arrays.parallelSort            , 	 / 1      ," 	 2,980,000    "," 	 1,108        ",1," 	 107,847,000  "," 	 13,349,368 "
1488, Linked Hashmap                 , 	 / 1      ," 	 2,980,000    "," 	 2,512        ",2," 	 511,520,000  "," 	 -66,582,528 "
1489, Stream + parallel + sort       , 	 / 1      ," 	 2,980,000    "," 	 2,027        ",2," 	 27,636,000   "," 	 109,022,056 "
1490, merge sort                     , 	 / 1      ," 	 2,990,000    "," 	 2,397        ",2," 	 396,597,000  "," 	 -113,246,208 "
1491, Arrays.sort                    , 	 / 1      ," 	 2,990,000    "," 	 2,280        ",2," 	 280,137,000  "," 	 -321,390,592 "
1492, Arrays.parallelSort            , 	 / 1      ," 	 2,990,000    "," 	 1,546        ",1," 	 546,401,000  "," 	 -121,162,896 "
1493, Linked Hashmap                 , 	 / 1      ," 	 2,990,000    "," 	 2,404        ",2," 	 403,924,000  "," 	 83,361,792 "
1494, Stream + parallel + sort       , 	 / 1      ," 	 2,990,000    "," 	 2,141        ",2," 	 140,245,000  "," 	 94,173,312 "
1495, merge sort                     , 	 / 1      ," 	 3,000,000    "," 	 1,693        ",1," 	 692,932,000  "," 	 12,582,912 "
1496, Arrays.sort                    , 	 / 1      ," 	 3,000,000    "," 	 2,019        ",2," 	 19,335,000   "," 	 -177,143,792 "
1497, Arrays.parallelSort            , 	 / 1      ," 	 3,000,000    "," 	 1,119        ",1," 	 118,702,000  "," 	 13,361,472 "
1498, Linked Hashmap                 , 	 / 1      ," 	 3,000,000    "," 	 3,259        ",3," 	 259,800,000  "," 	 134,219,776 "
1499, Stream + parallel + sort       , 	 / 1      ," 	 3,000,000    "," 	 4,213        ",4," 	 213,550,000  "," 	 101,709,824 "
1500, merge sort                     , 	 / 1      ," 	 3,010,000    "," 	 2,268        ",2," 	 267,361,000  "," 	 -342,884,352 "
1501, Arrays.sort                    , 	 / 1      ," 	 3,010,000    "," 	 1,650        ",1," 	 649,864,000  "," 	 18,087,952 "
1502, Arrays.parallelSort            , 	 / 1      ," 	 3,010,000    "," 	 1,472        ",1," 	 471,611,000  "," 	 -47,710,208 "
1503, Linked Hashmap                 , 	 / 1      ," 	 3,010,000    "," 	 2,627        ",2," 	 626,936,000  "," 	 170,393,600 "
1504, Stream + parallel + sort       , 	 / 1      ," 	 3,010,000    "," 	 2,618        ",2," 	 617,503,000  "," 	 -202,539,464 "
1505, merge sort                     , 	 / 1      ," 	 3,020,000    "," 	 1,771        ",1," 	 770,956,000  "," 	 12,582,912 "
1506, Arrays.sort                    , 	 / 1      ," 	 3,020,000    "," 	 1,597        ",1," 	 596,521,000  "," 	 18,219,040 "
1507, Arrays.parallelSort            , 	 / 1      ," 	 3,020,000    "," 	 1,045        ",1," 	 45,812,000   "," 	 13,200,632 "
1508, Linked Hashmap                 , 	 / 1      ," 	 3,020,000    "," 	 3,487        ",3," 	 487,495,000  "," 	 137,885,696 "
1509, Stream + parallel + sort       , 	 / 1      ," 	 3,020,000    "," 	 2,251        ",2," 	 251,393,000  "," 	 44,528,792 "
1510, merge sort                     , 	 / 1      ," 	 3,030,000    "," 	 1,821        ",1," 	 821,029,000  "," 	 12,582,912 "
1511, Arrays.sort                    , 	 / 1      ," 	 3,030,000    "," 	 2,163        ",2," 	 162,538,000  "," 	 -181,141,488 "
1512, Arrays.parallelSort            , 	 / 1      ," 	 3,030,000    "," 	 1,348        ",1," 	 348,245,000  "," 	 13,683,424 "
1513, Linked Hashmap                 , 	 / 1      ," 	 3,030,000    "," 	 3,647        ",3," 	 647,135,000  "," 	 214,435,840 "
1514, Stream + parallel + sort       , 	 / 1      ," 	 3,030,000    "," 	 2,207        ",2," 	 206,110,000  "," 	 107,387,176 "
1515, merge sort                     , 	 / 1      ," 	 3,040,000    "," 	 1,810        ",1," 	 809,503,000  "," 	 -353,370,112 "
1516, Arrays.sort                    , 	 / 1      ," 	 3,040,000    "," 	 2,267        ",2," 	 266,750,000  "," 	 -339,740,672 "
1517, Arrays.parallelSort            , 	 / 1      ," 	 3,040,000    "," 	 1,174        ",1," 	 174,301,000  "," 	 10,040,712 "
1518, Linked Hashmap                 , 	 / 1      ," 	 3,040,000    "," 	 2,354        ",2," 	 353,913,000  "," 	 164,628,480 "
1519, Stream + parallel + sort       , 	 / 1      ," 	 3,040,000    "," 	 2,522        ",2," 	 521,214,000  "," 	 95,420,416 "
1520, merge sort                     , 	 / 1      ," 	 3,050,000    "," 	 2,357        ",2," 	 356,871,000  "," 	 -210,765,824 "
1521, Arrays.sort                    , 	 / 1      ," 	 3,050,000    "," 	 3,254        ",3," 	 253,897,000  "," 	 -131,596,288 "
1522, Arrays.parallelSort            , 	 / 1      ," 	 3,050,000    "," 	 1,091        ",1," 	 91,184,000   "," 	 13,355,880 "
1523, Linked Hashmap                 , 	 / 1      ," 	 3,050,000    "," 	 2,119        ",2," 	 118,563,000  "," 	 -1,572,864 "
1524, Stream + parallel + sort       , 	 / 1      ," 	 3,050,000    "," 	 2,319        ",2," 	 318,806,000  "," 	 20,447,232 "
1525, merge sort                     , 	 / 1      ," 	 3,060,000    "," 	 1,989        ",1," 	 989,506,000  "," 	 -357,564,416 "
1526, Arrays.sort                    , 	 / 1      ," 	 3,060,000    "," 	 2,326        ",2," 	 326,123,000  "," 	 -328,204,288 "
1527, Arrays.parallelSort            , 	 / 1      ," 	 3,060,000    "," 	 1,526        ",1," 	 526,370,000  "," 	 -122,059,688 "
1528, Linked Hashmap                 , 	 / 1      ," 	 3,060,000    "," 	 2,311        ",2," 	 311,724,000  "," 	 89,128,960 "
1529, Stream + parallel + sort       , 	 / 1      ," 	 3,060,000    "," 	 2,815        ",2," 	 814,626,000  "," 	 94,371,840 "
1530, merge sort                     , 	 / 1      ," 	 3,070,000    "," 	 2,191        ",2," 	 190,785,000  "," 	 -49,507,056 "
1531, Arrays.sort                    , 	 / 1      ," 	 3,070,000    "," 	 1,903        ",1," 	 903,439,000  "," 	 -125,306,880 "
1532, Arrays.parallelSort            , 	 / 1      ," 	 3,070,000    "," 	 1,700        ",1," 	 700,256,000  "," 	 -131,074,048 "
1533, Linked Hashmap                 , 	 / 1      ," 	 3,070,000    "," 	 2,308        ",2," 	 308,639,000  "," 	 89,655,296 "
1534, Stream + parallel + sort       , 	 / 1      ," 	 3,070,000    "," 	 2,158        ",2," 	 157,481,000  "," 	 94,896,128 "
1535, merge sort                     , 	 / 1      ," 	 3,080,000    "," 	 1,997        ",1," 	 996,451,000  "," 	 -50,333,696 "
1536, Arrays.sort                    , 	 / 1      ," 	 3,080,000    "," 	 2,392        ",2," 	 391,992,000  "," 	 -49,285,120 "
1537, Arrays.parallelSort            , 	 / 1      ," 	 3,080,000    "," 	 1,542        ",1," 	 541,606,000  "," 	 10,264,416 "
1538, Linked Hashmap                 , 	 / 1      ," 	 3,080,000    "," 	 2,469        ",2," 	 468,465,000  "," 	 160,430,080 "
1539, Stream + parallel + sort       , 	 / 1      ," 	 3,080,000    "," 	 1,990        ",1," 	 990,365,000  "," 	 95,287,960 "
1540, merge sort                     , 	 / 1      ," 	 3,090,000    "," 	 1,760        ",1," 	 759,666,000  "," 	 12,582,912 "
1541, Arrays.sort                    , 	 / 1      ," 	 3,090,000    "," 	 1,945        ",1," 	 945,854,000  "," 	 -192,940,032 "
1542, Arrays.parallelSort            , 	 / 1      ," 	 3,090,000    "," 	 1,727        ",1," 	 726,968,000  "," 	 -131,072,000 "
1543, Linked Hashmap                 , 	 / 1      ," 	 3,090,000    "," 	 2,242        ",2," 	 241,532,000  "," 	 68,155,392 "
1544, Stream + parallel + sort       , 	 / 1      ," 	 3,090,000    "," 	 2,244        ",2," 	 243,739,000  "," 	 95,420,416 "
1545, merge sort                     , 	 / 1      ," 	 3,100,000    "," 	 2,559        ",2," 	 559,790,000  "," 	 -58,195,968 "
1546, Arrays.sort                    , 	 / 1      ," 	 3,100,000    "," 	 3,093        ",3," 	 93,126,000   "," 	 -48,234,496 "
1547, Arrays.parallelSort            , 	 / 1      ," 	 3,100,000    "," 	 1,655        ",1," 	 655,539,000  "," 	 -125,202,120 "
1548, Linked Hashmap                 , 	 / 1      ," 	 3,100,000    "," 	 2,200        ",2," 	 199,229,000  "," 	 70,254,592 "
1549, Stream + parallel + sort       , 	 / 1      ," 	 3,100,000    "," 	 2,733        ",2," 	 732,860,000  "," 	 90,703,872 "
1550, merge sort                     , 	 / 1      ," 	 3,110,000    "," 	 2,040        ",2," 	 39,780,000   "," 	 -370,147,328 "
1551, Arrays.sort                    , 	 / 1      ," 	 3,110,000    "," 	 1,969        ",1," 	 969,223,000  "," 	 -313,261,568 "
1552, Arrays.parallelSort            , 	 / 1      ," 	 3,110,000    "," 	 1,118        ",1," 	 117,669,000  "," 	 13,426,128 "
1553, Linked Hashmap                 , 	 / 1      ," 	 3,110,000    "," 	 2,323        ",2," 	 323,626,000  "," 	 221,773,824 "
1554, Stream + parallel + sort       , 	 / 1      ," 	 3,110,000    "," 	 2,477        ",2," 	 477,134,000  "," 	 111,149,056 "
1555, merge sort                     , 	 / 1      ," 	 3,120,000    "," 	 1,994        ",1," 	 993,930,000  "," 	 -360,710,144 "
1556, Arrays.sort                    , 	 / 1      ," 	 3,120,000    "," 	 2,440        ",2," 	 440,480,000  "," 	 -340,789,248 "
1557, Arrays.parallelSort            , 	 / 1      ," 	 3,120,000    "," 	 1,536        ",1," 	 536,237,000  "," 	 -130,419,288 "
1558, Linked Hashmap                 , 	 / 1      ," 	 3,120,000    "," 	 2,450        ",2," 	 449,939,000  "," 	 154,662,912 "
1559, Stream + parallel + sort       , 	 / 1      ," 	 3,120,000    "," 	 2,405        ",2," 	 405,141,000  "," 	 94,898,176 "
1560, merge sort                     , 	 / 1      ," 	 3,130,000    "," 	 3,743        ",3," 	 742,060,000  "," 	 -363,855,872 "
1561, Arrays.sort                    , 	 / 1      ," 	 3,130,000    "," 	 2,103        ",2," 	 102,551,000  "," 	 -325,582,848 "
1562, Arrays.parallelSort            , 	 / 1      ," 	 3,130,000    "," 	 1,587        ",1," 	 587,072,000  "," 	 -128,681,136 "
1563, Linked Hashmap                 , 	 / 1      ," 	 3,130,000    "," 	 2,450        ",2," 	 450,182,000  "," 	 72,353,792 "
1564, Stream + parallel + sort       , 	 / 1      ," 	 3,130,000    "," 	 2,309        ",2," 	 309,016,000  "," 	 109,002,648 "
1565, merge sort                     , 	 / 1      ," 	 3,140,000    "," 	 2,036        ",2," 	 35,977,000   "," 	 -118,489,088 "
1566, Arrays.sort                    , 	 / 1      ," 	 3,140,000    "," 	 2,372        ",2," 	 371,753,000  "," 	 -333,971,456 "
1567, Arrays.parallelSort            , 	 / 1      ," 	 3,140,000    "," 	 1,622        ",1," 	 622,117,000  "," 	 -131,533,568 "
1568, Linked Hashmap                 , 	 / 1      ," 	 3,140,000    "," 	 2,764        ",2," 	 763,711,000  "," 	 151,521,280 "
1569, Stream + parallel + sort       , 	 / 1      ," 	 3,140,000    "," 	 4,907        ",4," 	 906,912,000  "," 	 92,274,688 "
1570, merge sort                     , 	 / 1      ," 	 3,150,000    "," 	 2,096        ",2," 	 96,233,000   "," 	 -371,195,904 "
1571, Arrays.sort                    , 	 / 1      ," 	 3,150,000    "," 	 1,956        ",1," 	 955,640,000  "," 	 -315,623,424 "
1572, Arrays.parallelSort            , 	 / 1      ," 	 3,150,000    "," 	 1,091        ",1," 	 91,169,000   "," 	 14,432,200 "
1573, Linked Hashmap                 , 	 / 1      ," 	 3,150,000    "," 	 2,681        ",2," 	 681,368,000  "," 	 268,435,456 "
1574, Stream + parallel + sort       , 	 / 1      ," 	 3,150,000    "," 	 2,581        ",2," 	 581,189,000  "," 	 113,768,448 "
1575, merge sort                     , 	 / 1      ," 	 3,160,000    "," 	 1,851        ",1," 	 850,911,000  "," 	 13,631,488 "
1576, Arrays.sort                    , 	 / 1      ," 	 3,160,000    "," 	 1,999        ",1," 	 999,085,000  "," 	 -372,768,768 "
1577, Arrays.parallelSort            , 	 / 1      ," 	 3,160,000    "," 	 1,732        ",1," 	 731,737,000  "," 	 -134,744,064 "
1578, Linked Hashmap                 , 	 / 1      ," 	 3,160,000    "," 	 2,974        ",2," 	 974,284,000  "," 	 106,432,512 "
1579, Stream + parallel + sort       , 	 / 1      ," 	 3,160,000    "," 	 5,532        ",5," 	 531,776,000  "," 	 77,070,336 "
1580, merge sort                     , 	 / 1      ," 	 3,170,000    "," 	 2,136        ",2," 	 135,518,000  "," 	 -391,118,848 "
1581, Arrays.sort                    , 	 / 1      ," 	 3,170,000    "," 	 2,401        ",2," 	 400,438,000  "," 	 -339,216,384 "
1582, Arrays.parallelSort            , 	 / 1      ," 	 3,170,000    "," 	 1,557        ",1," 	 557,414,000  "," 	 -133,644,136 "
1583, Linked Hashmap                 , 	 / 1      ," 	 3,170,000    "," 	 2,551        ",2," 	 550,884,000  "," 	 189,794,304 "
1584, Stream + parallel + sort       , 	 / 1      ," 	 3,170,000    "," 	 2,545        ",2," 	 545,349,000  "," 	 77,072,384 "
1585, merge sort                     , 	 / 1      ," 	 3,180,000    "," 	 2,047        ",2," 	 46,182,000   "," 	 -397,410,304 "
1586, Arrays.sort                    , 	 / 1      ," 	 3,180,000    "," 	 2,038        ",2," 	 37,397,000   "," 	 -320,339,968 "
1587, Arrays.parallelSort            , 	 / 1      ," 	 3,180,000    "," 	 1,134        ",1," 	 134,336,000  "," 	 14,357,880 "
1588, Linked Hashmap                 , 	 / 1      ," 	 3,180,000    "," 	 3,686        ",3," 	 686,317,000  "," 	 25,163,776 "
1589, Stream + parallel + sort       , 	 / 1      ," 	 3,180,000    "," 	 2,636        ",2," 	 636,193,000  "," 	 116,916,224 "
1590, merge sort                     , 	 / 1      ," 	 3,190,000    "," 	 1,844        ",1," 	 844,463,000  "," 	 -369,098,752 "
1591, Arrays.sort                    , 	 / 1      ," 	 3,190,000    "," 	 1,983        ",1," 	 982,552,000  "," 	 -353,896,448 "
1592, Arrays.parallelSort            , 	 / 1      ," 	 3,190,000    "," 	 1,137        ",1," 	 137,106,000  "," 	 14,153,728 "
1593, Linked Hashmap                 , 	 / 1      ," 	 3,190,000    "," 	 3,071        ",3," 	 71,028,000   "," 	 182,976,512 "
1594, Stream + parallel + sort       , 	 / 1      ," 	 3,190,000    "," 	 2,401        ",2," 	 400,712,000  "," 	 -188,221,440 "
1595, merge sort                     , 	 / 1      ," 	 3,200,000    "," 	 2,366        ",2," 	 365,984,000  "," 	 13,631,488 "
1596, Arrays.sort                    , 	 / 1      ," 	 3,200,000    "," 	 3,858        ",3," 	 858,476,000  "," 	 -396,886,016 "
1597, Arrays.parallelSort            , 	 / 1      ," 	 3,200,000    "," 	 1,856        ",1," 	 855,955,000  "," 	 -130,324,376 "
1598, Linked Hashmap                 , 	 / 1      ," 	 3,200,000    "," 	 3,609        ",3," 	 609,197,000  "," 	 103,282,688 "
1599, Stream + parallel + sort       , 	 / 1      ," 	 3,200,000    "," 	 2,549        ",2," 	 549,185,000  "," 	 119,511,688 "
1600, merge sort                     , 	 / 1      ," 	 3,210,000    "," 	 1,900        ",1," 	 900,016,000  "," 	 -374,341,632 "
1601, Arrays.sort                    , 	 / 1      ," 	 3,210,000    "," 	 2,001        ",2," 	 1,572,000    "," 	 -331,087,856 "
1602, Arrays.parallelSort            , 	 / 1      ," 	 3,210,000    "," 	 1,150        ",1," 	 150,166,000  "," 	 14,271,848 "
1603, Linked Hashmap                 , 	 / 1      ," 	 3,210,000    "," 	 3,791        ",3," 	 791,204,000  "," 	 -57,149,440 "
1604, Stream + parallel + sort       , 	 / 1      ," 	 3,210,000    "," 	 3,266        ",3," 	 265,918,000  "," 	 80,218,112 "
1605, merge sort                     , 	 / 1      ," 	 3,220,000    "," 	 2,046        ",2," 	 46,664,000   "," 	 -399,507,456 "
1606, Arrays.sort                    , 	 / 1      ," 	 3,220,000    "," 	 2,477        ",2," 	 476,509,000  "," 	 -349,177,856 "
1607, Arrays.parallelSort            , 	 / 1      ," 	 3,220,000    "," 	 1,686        ",1," 	 686,079,000  "," 	 -136,779,584 "
1608, Linked Hashmap                 , 	 / 1      ," 	 3,220,000    "," 	 3,005        ",3," 	 4,858,000    "," 	 200,802,304 "
1609, Stream + parallel + sort       , 	 / 1      ," 	 3,220,000    "," 	 2,649        ",2," 	 649,263,000  "," 	 -238,202,792 "
1610, merge sort                     , 	 / 1      ," 	 3,230,000    "," 	 2,282        ",2," 	 281,905,000  "," 	 -207,618,048 "
1611, Arrays.sort                    , 	 / 1      ," 	 3,230,000    "," 	 2,591        ",2," 	 591,386,000  "," 	 19,267,616 "
1612, Arrays.parallelSort            , 	 / 1      ," 	 3,230,000    "," 	 3,374        ",3," 	 374,294,000  "," 	 -314,510,800 "
1613, Linked Hashmap                 , 	 / 1      ," 	 3,230,000    "," 	 3,235        ",3," 	 234,441,000  "," 	 193,984,512 "
1614, Stream + parallel + sort       , 	 / 1      ," 	 3,230,000    "," 	 2,393        ",2," 	 392,760,000  "," 	 -167,962,824 "
1615, merge sort                     , 	 / 1      ," 	 3,240,000    "," 	 2,185        ",2," 	 185,262,000  "," 	 -229,638,144 "
1616, Arrays.sort                    , 	 / 1      ," 	 3,240,000    "," 	 2,491        ",2," 	 490,792,000  "," 	 -49,809,408 "
1617, Arrays.parallelSort            , 	 / 1      ," 	 3,240,000    "," 	 1,698        ",1," 	 697,218,000  "," 	 -134,566,520 "
1618, Linked Hashmap                 , 	 / 1      ," 	 3,240,000    "," 	 2,894        ",2," 	 894,374,000  "," 	 110,098,432 "
1619, Stream + parallel + sort       , 	 / 1      ," 	 3,240,000    "," 	 4,327        ",4," 	 327,385,000  "," 	 78,643,200 "
1620, merge sort                     , 	 / 1      ," 	 3,250,000    "," 	 2,116        ",2," 	 116,459,000  "," 	 -399,507,456 "
1621, Arrays.sort                    , 	 / 1      ," 	 3,250,000    "," 	 2,087        ",2," 	 87,539,000   "," 	 -333,973,504 "
1622, Arrays.parallelSort            , 	 / 1      ," 	 3,250,000    "," 	 1,711        ",1," 	 710,820,000  "," 	 -139,368,232 "
1623, Linked Hashmap                 , 	 / 1      ," 	 3,250,000    "," 	 2,918        ",2," 	 917,710,000  "," 	 113,768,448 "
1624, Stream + parallel + sort       , 	 / 1      ," 	 3,250,000    "," 	 2,891        ",2," 	 890,446,000  "," 	 77,596,672 "
1625, merge sort                     , 	 / 1      ," 	 3,260,000    "," 	 2,138        ",2," 	 137,242,000  "," 	 -400,556,032 "
1626, Arrays.sort                    , 	 / 1      ," 	 3,260,000    "," 	 2,704        ",2," 	 704,784,000  "," 	 -338,165,760 "
1627, Arrays.parallelSort            , 	 / 1      ," 	 3,260,000    "," 	 2,095        ",2," 	 95,025,000   "," 	 -147,165,504 "
1628, Linked Hashmap                 , 	 / 1      ," 	 3,260,000    "," 	 2,981        ",2," 	 980,534,000  "," 	 195,561,472 "
1629, Stream + parallel + sort       , 	 / 1      ," 	 3,260,000    "," 	 2,690        ",2," 	 689,746,000  "," 	 79,689,728 "
1630, merge sort                     , 	 / 1      ," 	 3,270,000    "," 	 2,076        ",2," 	 76,241,000   "," 	 -396,361,728 "
1631, Arrays.sort                    , 	 / 1      ," 	 3,270,000    "," 	 2,256        ",2," 	 255,886,000  "," 	 -335,022,080 "
1632, Arrays.parallelSort            , 	 / 1      ," 	 3,270,000    "," 	 1,738        ",1," 	 738,450,000  "," 	 -139,416,952 "
1633, Linked Hashmap                 , 	 / 1      ," 	 3,270,000    "," 	 3,298        ",3," 	 298,408,000  "," 	 112,721,920 "
1634, Stream + parallel + sort       , 	 / 1      ," 	 3,270,000    "," 	 3,931        ",3," 	 931,324,000  "," 	 82,178,520 "
1635, merge sort                     , 	 / 1      ," 	 3,280,000    "," 	 2,046        ",2," 	 45,772,000   "," 	 -401,604,608 "
1636, Arrays.sort                    , 	 / 1      ," 	 3,280,000    "," 	 2,383        ",2," 	 383,164,000  "," 	 -348,653,568 "
1637, Arrays.parallelSort            , 	 / 1      ," 	 3,280,000    "," 	 1,807        ",1," 	 806,932,000  "," 	 -133,759,072 "
1638, Linked Hashmap                 , 	 / 1      ," 	 3,280,000    "," 	 3,492        ",3," 	 492,252,000  "," 	 113,246,208 "
1639, Stream + parallel + sort       , 	 / 1      ," 	 3,280,000    "," 	 2,649        ",2," 	 649,264,000  "," 	 83,341,768 "
1640, merge sort                     , 	 / 1      ," 	 3,290,000    "," 	 2,423        ",2," 	 423,206,000  "," 	 -397,410,304 "
1641, Arrays.sort                    , 	 / 1      ," 	 3,290,000    "," 	 3,569        ",3," 	 569,115,000  "," 	 -350,748,672 "
1642, Arrays.parallelSort            , 	 / 1      ," 	 3,290,000    "," 	 1,653        ",1," 	 653,495,000  "," 	 -130,291,592 "
1643, Linked Hashmap                 , 	 / 1      ," 	 3,290,000    "," 	 3,296        ",3," 	 295,169,000  "," 	 112,723,968 "
1644, Stream + parallel + sort       , 	 / 1      ," 	 3,290,000    "," 	 2,710        ",2," 	 709,753,000  "," 	 82,835,456 "
1645, merge sort                     , 	 / 1      ," 	 3,300,000    "," 	 1,991        ",1," 	 990,874,000  "," 	 -401,604,608 "
1646, Arrays.sort                    , 	 / 1      ," 	 3,300,000    "," 	 2,208        ",2," 	 207,843,000  "," 	 -340,789,248 "
1647, Arrays.parallelSort            , 	 / 1      ," 	 3,300,000    "," 	 1,812        ",1," 	 811,829,000  "," 	 -141,211,672 "
1648, Linked Hashmap                 , 	 / 1      ," 	 3,300,000    "," 	 4,853        ",4," 	 853,086,000  "," 	 113,770,496 "
1649, Stream + parallel + sort       , 	 / 1      ," 	 3,300,000    "," 	 2,666        ",2," 	 665,860,000  "," 	 82,313,216 "
1650, merge sort                     , 	 / 1      ," 	 3,310,000    "," 	 2,037        ",2," 	 36,884,000   "," 	 -398,458,880 "
1651, Arrays.sort                    , 	 / 1      ," 	 3,310,000    "," 	 2,204        ",2," 	 203,290,000  "," 	 -345,505,792 "
1652, Arrays.parallelSort            , 	 / 1      ," 	 3,310,000    "," 	 1,217        ",1," 	 216,936,000  "," 	 14,414,608 "
1653, Linked Hashmap                 , 	 / 1      ," 	 3,310,000    "," 	 4,520        ",4," 	 520,116,000  "," 	 190,838,784 "
1654, Stream + parallel + sort       , 	 / 1      ," 	 3,310,000    "," 	 3,044        ",3," 	 44,648,000   "," 	 92,272,640 "
1655, merge sort                     , 	 / 1      ," 	 3,320,000    "," 	 2,751        ",2," 	 750,942,000  "," 	 -402,653,184 "
